ID,Case,Task,weather1,weather2,weather3,access1,access2,access3,wait1,wait2,wait3,ivvt1,ivvt2,ivvt3,fare1,fare2,fare3,A,A.bus,A.cyclingPMD,A.saav,N,N.bus,N.cyclingPMD,otherFactors.weather,otherFactors.accessTime,otherFactors.waitingTime,otherFactors.inVehTime,otherFactors.fare,Realistic,Understandable,Age,Gender,HouseholdType,HouseholdSize,Residential,Income,Cars,Concession
613,77,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,1,5,4,18,5,2,2
614,77,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,1,5,4,18,5,2,2
615,77,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,1,5,4,18,5,2,2
616,77,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,4,1,5,4,18,5,2,2
617,78,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,0,0,1,1,1,3,1,7,4,1,NA,2,1
618,78,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,0,0,1,1,1,3,1,7,4,1,NA,2,1
619,78,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,0,0,1,1,1,3,1,7,4,1,NA,2,1
620,78,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,0,0,1,1,1,3,1,7,4,1,NA,2,1
621,78,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,0,0,1,1,1,3,1,7,4,1,NA,2,1
622,78,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,0,0,1,1,1,3,1,7,4,1,NA,2,1
623,78,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,0,0,1,1,1,3,1,7,4,1,NA,2,1
624,78,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,0,0,1,1,1,3,1,7,4,1,NA,2,1
625,79,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,1,1,1,1,1,3,1,3,4,19,1,0,2
626,79,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,1,1,1,1,1,3,1,3,4,19,1,0,2
627,79,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,1,1,1,1,1,3,1,3,4,19,1,0,2
628,79,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,1,1,1,1,1,3,1,3,4,19,1,0,2
629,79,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,1,1,1,1,3,1,3,4,19,1,0,2
630,79,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,1,1,1,1,3,1,3,4,19,1,0,2
631,79,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,1,1,1,3,1,3,4,19,1,0,2
632,79,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,1,1,1,3,1,3,4,19,1,0,2
633,80,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,0,1,3,0,5,4,6,2,0,2
634,80,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,0,1,3,0,5,4,6,2,0,2
635,80,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,0,1,3,0,5,4,6,2,0,2
636,80,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,0,1,3,0,5,4,6,2,0,2
637,80,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,0,1,3,0,5,4,6,2,0,2
638,80,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,0,1,3,0,5,4,6,2,0,2
639,80,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,0,1,3,0,5,4,6,2,0,2
640,80,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,0,1,3,0,5,4,6,2,0,2
641,81,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,5,4,21,NA,1,1
642,81,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,5,4,21,NA,1,1
643,81,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,5,4,21,NA,1,1
644,81,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,0,5,4,21,NA,1,1
645,81,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,21,NA,1,1
646,81,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,21,NA,1,1
647,81,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,21,NA,1,1
648,81,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,0,5,4,21,NA,1,1
649,82,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,3,1,8,1,13,NA,0,1
650,82,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,3,1,8,1,13,NA,0,1
651,82,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,3,1,8,1,13,NA,0,1
652,82,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,3,1,8,1,13,NA,0,1
653,82,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,3,1,8,1,13,NA,0,1
654,82,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,3,1,8,1,13,NA,0,1
655,82,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,3,1,8,1,13,NA,0,1
656,82,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,3,1,8,1,13,NA,0,1
657,83,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,1,0,0,0,3,1,4,4,13,1,0,1
658,83,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,1,0,0,0,3,1,4,4,13,1,0,1
659,83,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,1,0,0,0,3,1,4,4,13,1,0,1
660,83,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,1,0,0,0,3,1,4,4,13,1,0,1
661,83,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,1,0,0,0,3,1,4,4,13,1,0,1
662,83,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,1,0,0,0,3,1,4,4,13,1,0,1
663,83,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,1,0,0,0,3,1,4,4,13,1,0,1
664,83,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,1,0,0,0,3,1,4,4,13,1,0,1
665,84,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,1,1,3,0,5,4,20,1,1,1
666,84,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,0,0,0,1,1,1,3,0,5,4,20,1,1,1
667,84,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,0,0,1,1,1,3,0,5,4,20,1,1,1
668,84,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,0,0,1,1,1,3,0,5,4,20,1,1,1
669,84,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,0,0,0,1,1,1,3,0,5,4,20,1,1,1
670,84,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,0,0,0,1,1,1,3,0,5,4,20,1,1,1
671,84,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,0,0,1,1,1,3,0,5,4,20,1,1,1
672,84,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,0,0,1,1,1,3,0,5,4,20,1,1,1
673,85,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,1,1,1,1,3,0,6,4,3,1,1,1
674,85,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,1,1,1,1,3,0,6,4,3,1,1,1
675,85,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,1,1,1,1,3,0,6,4,3,1,1,1
676,85,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,1,1,1,1,3,0,6,4,3,1,1,1
677,85,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,1,1,1,1,3,0,6,4,3,1,1,1
678,85,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,1,1,1,1,3,0,6,4,3,1,1,1
679,85,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.bus,1,0,1,0,1,1,1,1,1,3,0,6,4,3,1,1,1
680,85,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,1,1,1,3,0,6,4,3,1,1,1
681,86,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,1,1,3,0,3,3,13,3,0,1
682,86,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,1,1,3,0,3,3,13,3,0,1
683,86,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,1,1,3,0,3,3,13,3,0,1
684,86,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,1,1,3,0,3,3,13,3,0,1
685,86,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,1,1,3,0,3,3,13,3,0,1
686,86,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,1,1,3,0,3,3,13,3,0,1
687,86,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,1,1,3,0,3,3,13,3,0,1
688,86,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,1,1,3,0,3,3,13,3,0,1
689,87,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,3,4,8,NA,1,1
690,87,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,3,4,8,NA,1,1
691,87,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,3,4,8,NA,1,1
692,87,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,3,0,3,4,8,NA,1,1
693,87,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,3,4,8,NA,1,1
694,87,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,3,4,8,NA,1,1
695,87,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,3,4,8,NA,1,1
696,87,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,3,0,3,4,8,NA,1,1
697,88,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,4,1,5,4,13,1,0,1
698,88,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,4,1,5,4,13,1,0,1
699,88,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,4,1,5,4,13,1,0,1
700,88,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,4,1,5,4,13,1,0,1
701,88,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,4,1,5,4,13,1,0,1
702,88,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,4,1,5,4,13,1,0,1
703,88,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,4,1,5,4,13,1,0,1
704,88,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,4,1,5,4,13,1,0,1
705,89,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,19,1,0,2
706,89,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,19,1,0,2
707,89,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,19,1,0,2
708,89,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,19,1,0,2
709,89,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,19,1,0,2
710,89,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,19,1,0,2
711,89,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,19,1,0,2
712,89,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,0,1,3,1,5,4,19,1,0,2
713,90,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,7,4,13,NA,2,1
714,90,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,7,4,13,NA,2,1
715,90,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,7,4,13,NA,2,1
716,90,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,7,4,13,NA,2,1
717,90,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,7,4,13,NA,2,1
718,90,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,7,4,13,NA,2,1
719,90,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,7,4,13,NA,2,1
720,90,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,7,4,13,NA,2,1
721,91,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,1,5,4,7,1,1,2
722,91,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,1,5,4,7,1,1,2
723,91,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,1,5,4,7,1,1,2
724,91,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,1,5,4,7,1,1,2
725,91,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,1,5,4,7,1,1,2
726,91,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,1,5,4,7,1,1,2
727,91,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,1,5,4,7,1,1,2
728,91,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,1,5,4,7,1,1,2
729,92,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,1,6,0,6,4,6,5,1,1
730,92,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,1,6,0,6,4,6,5,1,1
731,92,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,1,6,0,6,4,6,5,1,1
732,92,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,1,6,0,6,4,6,5,1,1
733,92,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,1,6,0,6,4,6,5,1,1
734,92,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,1,6,0,6,4,6,5,1,1
735,92,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,1,6,0,6,4,6,5,1,1
736,92,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,0,1,6,0,6,4,6,5,1,1
737,93,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,1,1,4,0,5,4,5,5,1,1
738,93,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,1,1,4,0,5,4,5,5,1,1
739,93,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,1,1,4,0,5,4,5,5,1,1
740,93,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.bus,1,0,1,1,1,1,0,1,1,4,0,5,4,5,5,1,1
741,93,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,4,0,5,4,5,5,1,1
742,93,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,4,0,5,4,5,5,1,1
743,93,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,4,0,5,4,5,5,1,1
744,93,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,4,0,5,4,5,5,1,1
745,94,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,1,1,5,0,5,4,17,3,0,2
746,94,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,1,1,5,0,5,4,17,3,0,2
747,94,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,1,1,5,0,5,4,17,3,0,2
748,94,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,0,1,1,5,0,5,4,17,3,0,2
749,94,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,5,0,5,4,17,3,0,2
750,94,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,5,0,5,4,17,3,0,2
751,94,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,5,0,5,4,17,3,0,2
752,94,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,1,1,1,0,1,1,5,0,5,4,17,3,0,2
753,95,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,1,5,2,16,5,0,1
754,95,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,1,5,2,16,5,0,1
755,95,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,1,5,2,16,5,0,1
756,95,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,1,5,2,16,5,0,1
757,95,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,4,1,5,2,16,5,0,1
