ID,Case,Task,weather1,weather2,weather3,access1,access2,access3,wait1,wait2,wait3,ivvt1,ivvt2,ivvt3,fare1,fare2,fare3,A,A.bus,A.cyclingPMD,A.saav,N,N.bus,N.cyclingPMD,otherFactors.weather,otherFactors.accessTime,otherFactors.waitingTime,otherFactors.inVehTime,otherFactors.fare,Realistic,Understandable,Age,Gender,HouseholdType,HouseholdSize,Residential,Income,Cars,Concession
322,41,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,1,0,1,1,1,4,1,6,4,9,NA,1,1
323,41,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,0,1,1,1,4,1,6,4,9,NA,1,1
324,41,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,0,1,1,1,4,1,6,4,9,NA,1,1
325,41,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,1,0,1,1,1,4,1,6,4,9,NA,1,1
326,41,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,0,0,1,0,1,1,1,4,1,6,4,9,NA,1,1
327,41,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,0,1,1,1,4,1,6,4,9,NA,1,1
328,41,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,0,0,1,0,1,1,1,4,1,6,4,9,NA,1,1
329,42,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,7,1,4,4,8,4,1,2
330,42,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,7,1,4,4,8,4,1,2
331,42,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,7,1,4,4,8,4,1,2
332,42,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,7,1,4,4,8,4,1,2
333,42,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,7,1,4,4,8,4,1,2
334,42,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,7,1,4,4,8,4,1,2
335,42,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,7,1,4,4,8,4,1,2
336,42,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,7,1,4,4,8,4,1,2
337,43,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,1,0,1,1,1,7,1,7,4,19,NA,1,2
338,43,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,1,0,1,1,1,7,1,7,4,19,NA,1,2
339,43,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,1,0,1,1,1,7,1,7,4,19,NA,1,2
340,43,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,1,0,1,1,1,7,1,7,4,19,NA,1,2
341,43,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,1,0,1,1,1,7,1,7,4,19,NA,1,2
342,43,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,1,0,1,1,1,7,1,7,4,19,NA,1,2
343,43,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,1,0,1,1,1,7,1,7,4,19,NA,1,2
344,43,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,1,0,1,1,1,7,1,7,4,19,NA,1,2
345,44,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,0,1,1,6,1,5,4,22,3,1,1
346,44,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,6,1,5,4,22,3,1,1
347,44,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,6,1,5,4,22,3,1,1
348,44,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,6,1,5,4,22,3,1,1
349,44,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,6,1,5,4,22,3,1,1
350,44,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,6,1,5,4,22,3,1,1
351,44,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,6,1,5,4,22,3,1,1
352,44,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,0,1,1,6,1,5,4,22,3,1,1
353,45,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,1,0,1,1,6,1,5,4,2,5,1,1
354,45,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,1,0,1,1,6,1,5,4,2,5,1,1
355,45,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,0,1,1,0,1,1,6,1,5,4,2,5,1,1
356,45,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.cyclingPMD,0,1,1,0,1,1,0,1,1,6,1,5,4,2,5,1,1
357,45,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,6,1,5,4,2,5,1,1
358,45,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,6,1,5,4,2,5,1,1
359,45,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,6,1,5,4,2,5,1,1
360,45,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,6,1,5,4,2,5,1,1
361,46,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,7,1,5,3,9,NA,1,2
362,46,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,7,1,5,3,9,NA,1,2
363,46,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,7,1,5,3,9,NA,1,2
364,46,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,7,1,5,3,9,NA,1,2
365,46,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,7,1,5,3,9,NA,1,2
366,46,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,7,1,5,3,9,NA,1,2
367,46,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,7,1,5,3,9,NA,1,2
368,46,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,1,0,1,1,7,1,5,3,9,NA,1,2
369,47,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,7,1,5,4,12,5,1,1
370,47,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,7,1,5,4,12,5,1,1
371,47,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,7,1,5,4,12,5,1,1
372,47,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,7,1,5,4,12,5,1,1
373,47,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,7,1,5,4,12,5,1,1
374,47,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,7,1,5,4,12,5,1,1
375,47,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,7,1,5,4,12,5,1,1
376,47,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,0,1,1,7,1,5,4,12,5,1,1
377,48,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,1,0,0,0,0,0,6,0,5,4,21,5,1,2
378,48,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,1,0,0,0,0,0,6,0,5,4,21,5,1,2
379,48,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,1,0,0,0,0,0,6,0,5,4,21,5,1,2
380,48,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,1,0,0,0,0,0,6,0,5,4,21,5,1,2
381,48,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,1,0,0,0,0,0,6,0,5,4,21,5,1,2
382,48,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,1,0,0,0,0,0,6,0,5,4,21,5,1,2
383,48,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,1,0,0,0,0,0,6,0,5,4,21,5,1,2
384,48,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,1,0,0,0,0,0,6,0,5,4,21,5,1,2
385,49,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,4,1,6,4,13,1,2,1
386,49,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,4,1,6,4,13,1,2,1
387,49,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,4,1,6,4,13,1,2,1
388,49,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,4,1,6,4,13,1,2,1
389,49,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,4,1,6,4,13,1,2,1
390,49,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,4,1,6,4,13,1,2,1
391,49,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,4,1,6,4,13,1,2,1
392,49,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,1,0,0,0,1,1,1,4,1,6,4,13,1,2,1
393,50,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,0,5,4,6,4,0,1
394,50,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,0,5,4,6,4,0,1
395,50,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,0,5,4,6,4,0,1
396,50,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,1,1,4,0,5,4,6,4,0,1
397,50,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,4,0,5,4,6,4,0,1
398,50,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,4,0,5,4,6,4,0,1
399,50,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,4,0,5,4,6,4,0,1
400,50,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,0,0,1,1,1,4,0,5,4,6,4,0,1
401,51,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,0,1,0,1,1,1,7,0,5,3,21,NA,0,3
402,51,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,7,0,5,3,21,NA,0,3
403,51,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,7,0,5,3,21,NA,0,3
404,51,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,7,0,5,3,21,NA,0,3
405,51,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,7,0,5,3,21,NA,0,3
406,51,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,7,0,5,3,21,NA,0,3
407,51,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,7,0,5,3,21,NA,0,3
408,51,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,0,1,0,1,1,1,7,0,5,3,21,NA,0,3
409,52,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,6,0,5,4,7,4,0,2
410,52,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,6,0,5,4,7,4,0,2
411,52,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,1,0,0,1,1,6,0,5,4,7,4,0,2
412,52,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,6,0,5,4,7,4,0,2
413,52,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,6,0,5,4,7,4,0,2
414,52,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,1,0,0,1,1,6,0,5,4,7,4,0,2
415,52,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,6,0,5,4,7,4,0,2
416,52,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,1,0,0,1,1,6,0,5,4,7,4,0,2
417,53,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,0,5,4,7,5,1,1
418,53,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,0,5,4,7,5,1,1
419,53,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,0,5,4,7,5,1,1
420,53,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,0,5,4,7,5,1,1
421,53,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,0,5,4,7,5,1,1
422,53,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,0,5,4,7,5,1,1
423,53,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,0,5,4,7,5,1,1
424,53,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,3,0,5,4,7,5,1,1
425,54,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,1,7,4,13,4,1,1
426,54,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,1,7,4,13,4,1,1
427,54,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,1,7,4,13,4,1,1
428,54,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,1,7,4,13,4,1,1
429,54,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,1,1,3,1,7,4,13,4,1,1
430,54,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,1,1,1,1,1,3,1,7,4,13,4,1,1
431,54,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,1,7,4,13,4,1,1
432,54,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,1,1,3,1,7,4,13,4,1,1
433,55,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,6,0,5,4,21,NA,1,2
434,55,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,1,1,1,1,1,6,0,5,4,21,NA,1,2
435,55,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,1,1,6,0,5,4,21,NA,1,2
436,55,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,1,1,1,1,1,6,0,5,4,21,NA,1,2
437,55,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.bus,1,0,1,1,1,1,1,1,1,6,0,5,4,21,NA,1,2
438,55,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,6,0,5,4,21,NA,1,2
439,55,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,6,0,5,4,21,NA,1,2
440,55,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,1,1,1,1,1,6,0,5,4,21,NA,1,2
441,56,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,1,8,2,13,2,0,2
442,56,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,1,8,2,13,2,0,2
443,56,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,1,8,2,13,2,0,2
444,56,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,1,0,0,1,1,1,3,1,8,2,13,2,0,2
445,56,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,1,8,2,13,2,0,2
446,56,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,1,1,0,0,1,1,1,3,1,8,2,13,2,0,2
447,56,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,1,8,2,13,2,0,2
448,56,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,1,1,0,0,1,1,1,3,1,8,2,13,2,0,2
449,57,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.cyclingPMD,0,1,0,1,1,1,0,0,0,3,1,8,1,20,1,0,2
450,57,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,0,0,3,1,8,1,20,1,0,2
451,57,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,0,0,3,1,8,1,20,1,0,2
452,57,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,0,0,3,1,8,1,20,1,0,2
453,57,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,0,0,3,1,8,1,20,1,0,2
454,57,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,0,0,3,1,8,1,20,1,0,2
455,57,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,0,0,3,1,8,1,20,1,0,2
456,57,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,1,1,1,0,0,0,3,1,8,1,20,1,0,2
457,58,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,0,0,4,0,3,3,20,4,0,2
458,58,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,0,0,4,0,3,3,20,4,0,2
459,58,3,0,0,0,5,3,0,7.5,0,3,8,13,5,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,0,0,1,0,0,4,0,3,3,20,4,0,2
460,58,4,0,0,0,5,3,0,7.5,0,5,8,13,3,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,0,0,4,0,3,3,20,4,0,2
461,58,5,1,1,1,5,3,0,7.5,0,5,8,13,3,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,0,0,4,0,3,3,20,4,0,2
462,58,6,1,1,1,5,3,0,7.5,0,3,8,13,5,1.35,0.5,6,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,0,0,4,0,3,3,20,4,0,2
463,58,7,1,1,1,5,3,0,7.5,0,5,8,13,5,1.35,0.5,4,A.bus,1,0,0,N.bus,1,0,0,0,0,0,1,0,0,4,0,3,3,20,4,0,2
464,58,8,1,1,1,5,3,0,7.5,0,3,8,13,3,1.35,0.5,4,A.saav,0,0,1,N.bus,1,0,0,0,0,0,1,0,0,4,0,3,3,20,4,0,2
465,59,1,0,0,0,5,3,0,7.5,0,5,8,13,5,1.35,0.5,6,A.cyclingPMD,0,1,0,N.bus,1,0,1,0,0,0,1,0,1,3,0,5,4,11,1,0,1
466,59,2,0,0,0,5,3,0,7.5,0,3,8,13,3,1.35,0.5,6,A.cyclingPMD,0,1,0,N.cyclingPMD,0,1,1,0,0,0,1,0,1,3,0,5,4,11,1,0,1
